         245311425 function calls (244947111 primitive calls) in 213.903 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      419    0.001    0.000    0.003    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\copy.py:66(copy)
      313    0.001    0.000    0.012    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1298(contains_branch)
     3082    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\stride_tricks.py:266(<genexpr>)
     2012    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:867(__exit__)
      546    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:1068(<listcomp>)
      251    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:817(update_from_path)
      233    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\pyparsing.py:1400(__init__)
     4840    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
      348    0.001    0.000    0.017    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:703(<listcomp>)
      293    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:529(apply_tickdir)
      467    0.001    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\_lib\deprecation.py:9(wrap)
     4613    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\cbook\__init__.py:836(<listcomp>)
      108    0.001    0.000    0.022    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\tkinter\__init__.py:2560(__init__)
       69    0.001    0.000    0.017    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_base.py:310(_plot_args)
      481    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\getlimits.py:365(__new__)
     7178    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\font_manager.py:730(get_file)
      275    0.001    0.000    0.006    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_base.py:698(get_xaxis_text2_transform)
   260/11    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\pyparsing.py:1647(_parseNoCache)
     1017    0.001    0.000    0.008    0.000 <__array_function__ internals>:2(all)
     4161    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      600    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\ma\core.py:439(_check_fill_value)
      644    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\ntpath.py:124(splitdrive)
      596    0.001    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1915(clear)
      275    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:413(apply_tickdir)
     7106    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\inspect.py:2539(name)
      798    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\offsetbox.py:301(<listcomp>)
     1811    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\lines.py:1050(set_color)
       22    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
      696    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap>:147(__enter__)
      316    0.001    0.000    0.024    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\overrides.py:166(decorator)
        9    0.001    0.000    2.141    0.238 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\backend_bases.py:1985(print_figure)
       36    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1652(_set)
     1730    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:819(get_transform)
       94    0.001    0.000    0.050    0.001 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_base.py:1803(add_collection)
       86    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\cbook\__init__.py:1524(pts_to_poststep)
     1170    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\lib\shape_base.py:608(_column_stack_dispatcher)
     2012    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2658(get_matrix)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
      589    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
     5487    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\shape_base.py:21(_atleast_1d_dispatcher)
      193    0.001    0.000    0.028    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:937(parse)
  946/664    0.001    0.000    0.005    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:2342(_iter_break_from_left_to_right)
      348    0.001    0.000    0.014    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:704(<listcomp>)
      368    0.001    0.000    0.013    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1960(rotate_deg_around)
     3601    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\figure.py:463(_get_dpi)
      144    0.001    0.000    0.009    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\ticker.py:2126(set_params)
      136    0.001    0.000    0.004    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\cbook\deprecation.py:172(deprecate)
      368    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\patches.py:768(_convert_units)
      551    0.001    0.000    0.052    0.000 <frozen importlib._bootstrap_external>:1075(path_stats)
      723    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\backend_bases.py:894(set_dashes)
       70    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:533(anchored)
      153    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\cbook\deprecation.py:24(_generate_deprecation_warning)
      311    0.001    0.000    0.006    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\markers.py:733(_set_tickdown)
      108    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\tkinter\__init__.py:2530(_setup)
      347    0.001    0.000    0.007    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\markers.py:713(_set_tickleft)
     2423    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\inspect.py:158(isfunction)
      397    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\tkinter\__init__.py:101(_cnfmerge)
      284    0.001    0.000    0.031    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\backends\backend_agg.py:125(draw_path)
    968/2    0.001    0.000    1.320    0.660 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
       53    0.001    0.000    0.186    0.004 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axis.py:2011(_update_label_position)
     2110    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:172(append)
      453    0.001    0.000    0.007    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\rcsetup.py:327(validate_color)
       30    0.001    0.000    0.002    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\function_base.py:26(linspace)
    52/26    0.001    0.000    1.201    0.046 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\image.py:119(_draw_list_compositing_images)
     6132    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:1740(get_affine)
     2012    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:863(__enter__)
      348    0.001    0.000    0.013    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:705(<listcomp>)
      878    0.001    0.000    0.003    0.000 <__array_function__ internals>:2(ndim)
     4018    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\axes\_base.py:588(<genexpr>)
     2859    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:249(match)
      348    0.001    0.000    0.014    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\transforms.py:706(<listcomp>)
      761    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\backend_bases.py:940(set_joinstyle)
        1    0.001    0.001    0.001    0.001 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\constants\__init__.py:328(<listcomp>)
      150    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\ma\core.py:3391(__setmask__)
        3    0.001    0.000    6.794    2.265 c:\Users\david\Box\SimOpt\SimOpt_GitHub_repo\simopt\simopt\wrapper_base.py:1184(plot_progress_curves)
      616    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\compat\_inspect.py:98(getargspec)
     1619    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\numpy\core\shape_base.py:209(_arrays_for_stack_dispatcher)
       81    0.001    0.000    0.177    0.002 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\tkinter\__init__.py:3994(__init__)
     1030    0.001    0.000    0.035    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\inspect.py:2851(from_callable)
     1238    0.001    0.000    0.003    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\scipy\stats\_continuous_distns.py:256(_ppf)
     1030    0.001    0.000    0.035    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\inspect.py:3103(signature)
      289    0.001    0.000    0.078    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\collections.py:892(draw)
      210    0.001    0.000    0.007    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\collections.py:692(_set_facecolor)
  487/383    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
     2244    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:160(__len__)
     2028    0.001    0.000    0.001    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:580(get_gid)
       11    0.001    0.000    0.051    0.005 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\artist.py:1380(pprint_setters)
     1138    0.001    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.8_3.8.2800.0_x64__qbz5n2kfra8p0\lib\functools.py:64(wraps)
       72    0.001    0.000    0.008    0.000 C:\Users\david\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.8_qbz5n2kfra8p0\LocalCache\local-packages\Python38\site-packages\matplotlib\__init__.py:1488(_preprocess_data)
