DesignPt#,crn_across_solns,eta_1,eta_2,gamma_1,gamma_2,lambda_min,easy_solve,reuse_points,ps_sufficient_reduction,initial_solution,budget,MacroRep#,Final Relative Optimality Gap,Area Under Progress Curve,0.05-Solve Time,0.05-Solved? (Y/N),0.1-Solve Time,0.1-Solved? (Y/N),0.2-Solve Time,0.2-Solved? (Y/N),0.5-Solve Time,0.5-Solved? (Y/N)
5,True,1.0,0.49,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
5,True,1.0,0.49,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
5,True,1.0,0.49,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
5,True,1.0,0.49,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
5,True,1.0,0.49,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03137003323181752,0.04131479745401422,0.084,1,0.084,1,0.084,1,0.084,1
6,True,0.7,0.41,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
6,True,0.7,0.41,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
6,True,0.7,0.41,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
6,True,0.7,0.41,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
6,True,0.7,0.41,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03137003323181752,0.04131479745401422,0.084,1,0.084,1,0.084,1,0.084,1
7,True,0.65,0.83,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
7,True,0.65,0.83,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
7,True,0.65,0.83,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
7,True,0.65,0.83,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
7,True,0.65,0.83,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03131572330347793,0.041314797454014215,0.084,1,0.084,1,0.084,1,0.084,1
8,True,0.6,0.6,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
8,True,0.6,0.6,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
8,True,0.6,0.6,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
8,True,0.6,0.6,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
8,True,0.6,0.6,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03137003323181752,0.04131479745401422,0.084,1,0.084,1,0.084,1,0.084,1
9,True,0.75,0.3,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
9,True,0.75,0.3,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
9,True,0.75,0.3,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
9,True,0.75,0.3,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
9,True,0.75,0.3,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03137003323181752,0.04131479745401422,0.084,1,0.084,1,0.084,1,0.084,1
10,True,0.95,0.75,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
10,True,0.95,0.75,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
10,True,0.95,0.75,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
10,True,0.95,0.75,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
10,True,0.95,0.75,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03131572330347791,0.04131479745401422,0.084,1,0.084,1,0.084,1,0.084,1
11,True,0.9,0.64,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
11,True,0.9,0.64,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
11,True,0.9,0.64,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
11,True,0.9,0.64,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
11,True,0.9,0.64,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03137003323181752,0.04131479745401422,0.084,1,0.084,1,0.084,1,0.084,1
12,True,0.85,0.53,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
12,True,0.85,0.53,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
12,True,0.85,0.53,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
12,True,0.85,0.53,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
12,True,0.85,0.53,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03137003323181752,0.04131479745401422,0.084,1,0.084,1,0.084,1,0.084,1
13,True,0.4,0.34,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
13,True,0.4,0.34,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
13,True,0.4,0.34,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
13,True,0.4,0.34,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
13,True,0.4,0.34,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03137003323181752,0.04131479745401422,0.084,1,0.084,1,0.084,1,0.084,1
14,True,0.2,0.71,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
14,True,0.2,0.71,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
14,True,0.2,0.71,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
14,True,0.2,0.71,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
14,True,0.2,0.71,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03131572330347793,0.041314797454014215,0.084,1,0.084,1,0.084,1,0.084,1
15,True,0.5,0.79,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
15,True,0.5,0.79,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
15,True,0.5,0.79,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
15,True,0.5,0.79,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
15,True,0.5,0.79,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03131572330347793,0.041314797454014215,0.084,1,0.084,1,0.084,1,0.084,1
16,True,0.55,0.38,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,-0.028867989678566346,0.04355692145443327,0.084,1,0.084,1,0.084,1,0.084,1
16,True,0.55,0.38,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.0782300826970479,-0.0016587557504958717,0.084,1,0.084,1,0.084,1,0.084,1
16,True,0.55,0.38,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.06915732188861931,0.13334810684997528,inf,0,0.084,1,0.084,1,0.084,1
16,True,0.55,0.38,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08528344401816526,-0.008119634720639396,0.084,1,0.084,1,0.084,1,0.084,1
16,True,0.55,0.38,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.03137003323181752,0.04131479745401422,0.084,1,0.084,1,0.084,1,0.084,1
17,False,0.45,0.9,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
17,False,0.45,0.9,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
17,False,0.45,0.9,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
17,False,0.45,0.9,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.0935986111604626,-0.0096598230335503,0.084,1,0.084,1,0.084,1,0.084,1
17,False,0.45,0.9,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
18,False,0.25,0.45,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
18,False,0.25,0.45,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
18,False,0.25,0.45,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
18,False,0.25,0.45,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
18,False,0.25,0.45,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
19,False,0.3,0.56,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
19,False,0.3,0.56,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
19,False,0.3,0.56,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
19,False,0.3,0.56,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
19,False,0.3,0.56,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
20,False,0.35,0.68,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
20,False,0.35,0.68,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
20,False,0.35,0.68,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
20,False,0.35,0.68,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
20,False,0.35,0.68,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
21,False,0.8,0.86,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
21,False,0.8,0.86,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
21,False,0.8,0.86,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
21,False,0.8,0.86,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
21,False,0.8,0.86,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
22,False,1.0,0.49,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
22,False,1.0,0.49,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
22,False,1.0,0.49,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
22,False,1.0,0.49,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
22,False,1.0,0.49,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
23,False,0.7,0.41,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
23,False,0.7,0.41,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
23,False,0.7,0.41,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
23,False,0.7,0.41,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
23,False,0.7,0.41,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
24,False,0.65,0.83,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
24,False,0.65,0.83,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
24,False,0.65,0.83,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
24,False,0.65,0.83,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
24,False,0.65,0.83,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
25,False,0.6,0.6,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
25,False,0.6,0.6,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
25,False,0.6,0.6,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
25,False,0.6,0.6,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
25,False,0.6,0.6,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
26,False,0.75,0.3,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
26,False,0.75,0.3,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
26,False,0.75,0.3,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
26,False,0.75,0.3,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
26,False,0.75,0.3,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
27,False,0.95,0.75,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
27,False,0.95,0.75,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
27,False,0.95,0.75,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
27,False,0.95,0.75,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
27,False,0.95,0.75,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
28,False,0.9,0.64,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
28,False,0.9,0.64,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
28,False,0.9,0.64,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
28,False,0.9,0.64,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
28,False,0.9,0.64,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
29,False,0.85,0.53,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
29,False,0.85,0.53,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
29,False,0.85,0.53,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,2,0.0820666936729636,0.13906155942622747,inf,0,0.084,1,0.084,1,0.084,1
29,False,0.85,0.53,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,3,-0.08648737565320645,-0.012561559592925126,0.084,1,0.084,1,0.084,1,0.084,1
29,False,0.85,0.53,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,4,-0.04343952561816095,0.03714488531452212,0.084,1,0.084,1,0.084,1,0.084,1
30,False,0.4,0.34,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,0,0.014708802996934228,0.05492228665334411,0.084,1,0.084,1,0.084,1,0.084,1
30,False,0.4,0.34,1.5,0.5,7,True,False,0.1,"(2.0, 2.0)",500,1,-0.08196934029465948,0.008419633152142739,0.084,1,0.084,1,0.084,1,0.084,1
